1.35293e-06,-4.14
0.0719041,-4.11937
0.134013,-3.83766
0.226089,-4.31408
5.7081,-81.6307
7.13186,-81.5186
8.55345,-81.3817
9.97243,-81.2201
0.531634,-3.78283
12.8008,-80.8226
1.10786,-6.28308
1.2078,-6.2137
17.0132,-80.0419
18.4075,-79.7328
19.7962,-79.3994
1.55548,-5.80522
22.5551,-78.6601
23.9244,-78.2545
25.2865,-77.8251
26.6408,-77.3719
27.9871,-76.8952
29.3248,-76.3951
30.6536,-75.8716
31.973,-75.3251
33.2828,-74.7556
1.21712,-2.61017
4.01104,-8.22399
37.1495,-72.9113
38.4163,-72.2519
39.6714,-71.5705
5.35992,-9.28384
5.68594,-9.46318
0.609398,-0.975261
8.06599,-12.4208
45.7581,-67.8406
46.9351,-67.0317
12.1376,-16.7063
12.4093,-16.468
12.6948,-16.2489
0.981726,-1.21236
10.3937,-12.3871
1.26618,-1.4566
1.27133,-1.41199
1.27532,-1.36765
1.29205,-1.33799
1.12429,-1.12431
1.13654,-1.09758
1.15552,-1.07757
1.17415,-1.05724
1.19997,-1.04315
1.218,-1.02205
1.24342,-1.00693
1.2608,-0.985077
1.28579,-0.968942
1.31059,-0.952232
1.32701,-0.929215
0.86219,-0.581574
0.914141,-0.593671
1.37382,-0.858492
1.37145,-0.824084
1.38563,-0.800024
1.43436,-0.795113
1.501,-0.798128
1.63053,-0.830832
3.59514,-1.75355
3.61614,-1.68631
3.64502,-1.62295
3.66358,-1.55518
3.68089,-1.48726
3.70629,-1.42279
3.73995,-1.36132
3.75368,-1.29258
3.77567,-1.22688
3.80607,-1.16372
3.84502,-1.10263
3.86368,-1.03536
3.88116,-0.967773
3.9072,-0.90214
3.93213,-0.835893
6.93026,-1.34727
7.0118,-1.23654
7.18047,-1.13745
4.36707,-0.613857
3.71211,-0.45588
3.75928,-0.395209
7.47144,-0.653851
7.36201,-0.514986
7.31994,-0.383806
7.42547,-0.259492
6.64898,-0.116229
6.09,-0.00015834
5.97909,0.104208
5.7565,0.200868
5.71217,0.299208
5.68613,0.397457
5.7381,0.501859
5.85775,0.61551
1.83622,0.225407
1.8221,0.256027
6.28173,0.994743
1.66433,0.293417
1.67859,0.326234
1.70199,0.361716
79.7333,18.4054
79.3999,19.7941
79.0424,21.1768
78.6607,22.553
78.2552,23.9224
77.8257,25.2844
77.3726,26.6388
76.8959,27.9851
76.3958,29.3228
75.8724,30.6516
75.326,31.9711
74.7565,33.2808
1.94859,0.908564
1.92345,0.93805
1.92461,0.980554
1.96901,1.04685
1.94169,1.07621
70.8683,40.9125
1.94581,1.16907
69.3973,43.3608
68.63,44.5654
67.8418,45.7563
67.0329,46.9333
66.2036,48.096
65.3542,49.2441
64.4848,50.3772
63.5958,51.4949
62.6874,52.5969
61.7599,53.683
2.2741,2.04745
59.8488,55.8056
58.8658,56.8416
57.8648,57.8603
56.8462,58.8613
2.64627,2.83755
2.58965,2.87587
2.53907,2.92062
2.50699,2.98747
2.46077,3.03854
2.41352,3.0889
2.38934,3.17048
2.3454,3.22788
2.30018,3.2847
2.25369,3.34093
2.20593,3.39652
1.30899,2.09462
2.10666,3.50572
1.47011,2.54605
1.98303,3.57711
1.96725,3.69946
1.90693,3.74214
1.85886,3.8108
1.80475,3.86985
1.75321,3.9373
0.96521,2.2736
1.64096,4.06099
1.09315,2.84737
0.755961,2.07669
0.713091,2.07065
0.917913,2.82459
1.29248,4.22681
1.10549,3.85461
1.15454,4.30797
1.07192,4.29836
0.994493,4.30667
0.927499,4.36249
0.866492,4.45654
0.799005,4.53008
0.300448,1.89635
0.652954,4.64432
0.579116,4.71457
0.315828,3.00344
0.26598,3.03838
0.341359,4.87807
0.121539,2.31681
0.0803878,2.29859
0.0397351,2.26965
